chat_id,turn,text,intent,variables,aggregation,locations,times,operation,ctx_locations,ctx_times,split,source,lang
v1-tr-01394,0,watch the loest temp for in paraigaria puruliya tomorrow night,ALERT,TEMPERATURE_MIN,RAW,"[""paraigaria puruliya""]","[""tomorrow night""]",SET,"[""paraigaria puruliya""]","[""tomorrow night""]",train,v1,en
v1-tr-01395,0,"Can you check whether Sanyasipura will be cooler than Rudrpur, Unnao, Uttarpradesh for rain forecast bro",COMPARE,RAIN,RAW,"[""Sanyasipura"", ""Rudrpur, Unnao, Uttarpradesh""]",[],SET,"[""Sanyasipura"", ""Rudrpur, Unnao, Uttarpradesh""]",[],train,v1,en
v1-tr-01396,0,Flag the dewpoit tomorrow,ALERT,DEW_POINT,RAW,[],"[""tomorrow""]",SET,[],"[""tomorrow""]",train,v1,en
v1-tr-01397,0,"Can you check whether Badhiadih be better than Bedchit, Vyara for fielld moisture?",COMPARE,SOIL_MOISTURE,RAW,"[""Badhiadih"", ""Bedchit, Vyara""]",[],SET,"[""Badhiadih"", ""Bedchit, Vyara""]",[],train,v1,en
v1-tr-01398,0,"Quick question, what is the max temperature around Odha, Mainpur tomorrow evening?",FORECAST,TEMPERATURE_MAX,RAW,"[""Odha, Mainpur""]","[""tomorrow evening""]",SET,"[""Odha, Mainpur""]","[""tomorrow evening""]",train,v1,en
v1-tr-01399,0,"Between Bhorwahi and Mokha Ka Tonk, wihch one looks better for hottest temperature on Sunday",COMPARE,TEMPERATURE_MAX,RAW,"[""Bhorwahi"", ""Mokha Ka Tonk""]","[""Sunday""]",SET,"[""Bhorwahi"", ""Mokha Ka Tonk""]","[""Sunday""]",train,v1,en
v1-tr-01400,0,how does wind cmes from in my village compare with kotthur tiruppattur this afternoon?,COMPARE,WIND_DIRECTION,RAW,"[""my village"", ""kotthur tiruppattur""]","[""this afternoon""]",SET,"[""my village"", ""kotthur tiruppattur""]","[""this afternoon""]",train,v1,en
v1-tr-01401,0,"flag the humid for unchgaon, jaunpur by midnight",ALERT,HUMIDITY,RAW,"[""unchgaon, jaunpur""]","[""midnight""]",SET,"[""unchgaon, jaunpur""]","[""midnight""]",train,v1,en
v1-tr-01402,0,let me know if there is a humity alert in jamdahara,ALERT,HUMIDITY,RAW,"[""jamdahara""]",[],SET,"[""jamdahara""]",[],train,v1,en
v1-tr-01403,0,", compare the sunlight hours in Gokalyawala Jaipur and Bhoua, Jaleswar",COMPARE,SUNSHINE,RAW,"[""Gokalyawala Jaipur"", ""Bhoua, Jaleswar""]",[],SET,"[""Gokalyawala Jaipur"", ""Bhoua, Jaleswar""]",[],train,v1,en
v1-tr-01404,0,asap Keep me posted on the peak temperature in Ranga tomorrow evening,ALERT,TEMPERATURE_MAX,RAW,"[""Ranga""]","[""tomorrow evening""]",SET,"[""Ranga""]","[""tomorrow evening""]",train,v1,en
v1-tr-01405,0,Is there any earth temperature warning?,ALERT,SOIL_TEMPERATURE,RAW,[],[],SET,[],[],train,v1,en
v1-tr-01406,0,What is the soil waetr content?,CURRENT,SOIL_MOISTURE,RAW,[],[],SET,[],[],train,v1,en
v1-tr-01407,0,when does is it going to rain rise in amaja by midnight?,FORECAST,RAIN,TREND,"[""amaja""]","[""midnight""]",SET,"[""amaja""]","[""midnight""]",train,v1,en
v1-tr-01408,0,Set an alert for foecast in my village tommorow,ALERT,GENERAL,RAW,"[""my village""]","[""tommorow""]",SET,"[""my village""]","[""tommorow""]",train,v1,en
v1-tr-01409,0,How high is the dew point in Hyderabad tonight?,CURRENT,DEW_POINT,RAW,"[""Hyderabad""]","[""tonight""]",SET,"[""Hyderabad""]","[""tonight""]",train,v1,en
v1-tr-01410,0,"We might go to Gondur or Kanisail Pt Ii, how does the precipitatiin chance compare..",COMPARE,RAIN,RAW,"[""Gondur"", ""Kanisail Pt Ii""]",[],SET,"[""Gondur"", ""Kanisail Pt Ii""]",[],train,v1,en
v1-tr-01411,0,Kindly share the strong wind for Ssiswa Tola Jai Ray Bagha around 6 PM,FORECAST,WIND_SPEED,RAW,"[""Ssiswa Tola Jai Ray Bagha""]","[""6 PM""]",SET,"[""Ssiswa Tola Jai Ray Bagha""]","[""6 PM""]",train,v1,en
v1-tr-01412,0,asap How is the earth temperature in Ramanujnagar tomorrow night?,FORECAST,SOIL_TEMPERATURE,RAW,"[""Ramanujnagar""]","[""tomorrow night""]",SET,"[""Ramanujnagar""]","[""tomorrow night""]",train,v1,en
v1-tr-01413,0,is any humdity advisory issued tommorow?,ALERT,HUMIDITY,RAW,[],"[""tommorow""]",SET,[],"[""tommorow""]",train,v1,en
v1-tr-01414,0,Give me the hours of sun for Sari Murkawal this morning,CURRENT,SUNSHINE,RAW,"[""Sari Murkawal""]","[""this morning""]",SET,"[""Sari Murkawal""]","[""this morning""]",train,v1,en
v1-tr-01415,0,notiuy me abut the soil moisture at 10cm,ALERT,SOIL_MOISTURE,RAW,[],[],SET,[],[],train,v1,en
v1-tr-01416,0,"where is the breeze greater, coimbatore, tamil nadu or pathrkunwa, sonbhadra on wednesday?",COMPARE,WIND_SPEED,RAW,"[""coimbatore, tamil nadu"", ""pathrkunwa, sonbhadra""]","[""wednesday""]",SET,"[""coimbatore, tamil nadu"", ""pathrkunwa, sonbhadra""]","[""wednesday""]",train,v1,en
v1-tr-01417,0,"Betweeen Kholda, Gadchiroli and Ranka, wheer is the highest temp stronger?",COMPARE,TEMPERATURE_MAX,RAW,"[""Kholda, Gadchiroli"", ""Ranka""]",[],SET,"[""Kholda, Gadchiroli"", ""Ranka""]",[],train,v1,en
v1-tr-01418,0,Tel me cold in my plot?,CURRENT,TEMPERATURE,RAW,"[""my plot""]",[],SET,"[""my plot""]",[],train,v1,en
v1-tr-01419,0,Add up the which way the wind blows in Jigsana Tal,CURRENT,WIND_DIRECTION,SUM,"[""Jigsana Tal""]",[],SET,"[""Jigsana Tal""]",[],train,v1,en
v1-tr-01420,0,What's the coledst in Niyamopur?,CURRENT,TEMPERATURE_MIN,RAW,"[""Niyamopur""]",[],SET,"[""Niyamopur""]",[],train,v1,en
v1-tr-01421,0,Wind sped near me on Tuesday pls,FORECAST,WIND_SPEED,RAW,"[""near me""]","[""Tuesday""]",SET,"[""near me""]","[""Tuesday""]",train,v1,en
v1-tr-01422,0,How does the houos of sunlight at my location compare with Akaunna Khurd Unchahra from 7 pm to 9:30 PM?,COMPARE,SUNSHINE,RAW,"[""my location"", ""Akaunna Khurd Unchahra""]","[""7 pm to 9:30 PM""]",SET,"[""my location"", ""Akaunna Khurd Unchahra""]","[""7 pm to 9:30 PM""]",train,v1,en
v1-tr-01423,0,"In Zaptiveerappaguda, what is the minimum temperature by 3:45 AM?",FORECAST,TEMPERATURE_MIN,RAW,"[""Zaptiveerappaguda""]","[""3:45 AM""]",SET,"[""Zaptiveerappaguda""]","[""3:45 AM""]",train,v1,en
v1-tr-01424,0,Warn me about the soil heat around here tomorrow night,ALERT,SOIL_TEMPERATURE,RAW,"[""here""]","[""tomorrow night""]",SET,"[""here""]","[""tomorrow night""]",train,v1,en
v1-tr-01425,0,is theere any feels like temperature warning in my farm next weekend?,ALERT,TEMPERATURE,RAW,"[""my farm""]","[""next weekend""]",SET,"[""my farm""]","[""next weekend""]",train,v1,en
v1-tr-01426,0,Put the storm at my place against Sikkim India this evening,COMPARE,RAIN,RAW,"[""my place"", ""Sikkim India""]","[""this evening""]",SET,"[""my place"", ""Sikkim India""]","[""this evening""]",train,v1,en
v1-tr-01427,0,Do you have the how hamid data for Bhelagachhi this weekend?!,FORECAST,HUMIDITY,RAW,"[""Bhelagachhi""]","[""this weekend""]",SET,"[""Bhelagachhi""]","[""this weekend""]",train,v1,en
v1-tr-01428,0,Compae temp in Chile vs Ama Tola at 10:06 am,COMPARE,TEMPERATURE,RAW,"[""Chile"", ""Ama Tola""]","[""10:06 am""]",SET,"[""Chile"", ""Ama Tola""]","[""10:06 am""]",train,v1,en
v1-tr-01429,0,minimum weather ruport in mahuva tonight?!,CURRENT,GENERAL,MIN,"[""mahuva""]","[""tonight""]",SET,"[""mahuva""]","[""tonight""]",train,v1,en
v1-tr-01430,0,put the humididty of lalpura barh patna aginst khapa nagpur tomorow,COMPARE,HUMIDITY,RAW,"[""lalpura barh patna"", ""khapa nagpur""]","[""tomorow""]",SET,"[""lalpura barh patna"", ""khapa nagpur""]","[""tomorow""]",train,v1,en
v1-tr-01431,0,What will the ruiyn be in Kalibel Dangs next weekend?,FORECAST,RAIN,RAW,"[""Kalibel Dangs""]","[""next weekend""]",SET,"[""Kalibel Dangs""]","[""next weekend""]",train,v1,en
v1-tr-01432,0,How is the wind directon in Ahesha tommorow?,FORECAST,WIND_DIRECTION,RAW,"[""Ahesha""]","[""tommorow""]",SET,"[""Ahesha""]","[""tommorow""]",train,v1,en
v1-tr-01433,0,"How does the cloudiess in Gautambudhnagar, Uttarpradesh 60 minutes compare to 10 AM to 11 am?",COMPARE,CLOUD_COVER,RAW,"[""Gautambudhnagar, Uttarpradesh""]","[""60 minutes"", ""10 AM to 11 am""]",SET,"[""Gautambudhnagar, Uttarpradesh""]","[""60 minutes"", ""10 AM to 11 am""]",train,v1,en
v1-tr-01434,0,"Burundi veres Awadah Khas, Lalganj where wind is coming from tomorrow evening",COMPARE,WIND_DIRECTION,RAW,"[""Burundi"", ""Awadah Khas, Lalganj""]","[""tomorrow evening""]",SET,"[""Burundi"", ""Awadah Khas, Lalganj""]","[""tomorrow evening""]",train,v1,en
v1-tr-01435,0,Is there any will it rain warnning in my field right now?,ALERT,RAIN,RAW,"[""my field""]","[""right now""]",SET,"[""my field""]","[""right now""]",train,v1,en
v1-tr-01436,0,i am deciding between gara and damodarpur this morning - whch has better tempreture?,COMPARE,TEMPERATURE,RAW,"[""gara"", ""damodarpur""]","[""this morning""]",SET,"[""gara"", ""damodarpur""]","[""this morning""]",train,v1,en
v1-tr-01437,0,On average what is the daytime high in Inglish Timapuur Khagaria this morning?,CURRENT,TEMPERATURE_MAX,AVG,"[""Inglish Timapuur Khagaria""]","[""this morning""]",SET,"[""Inglish Timapuur Khagaria""]","[""this morning""]",train,v1,en
v1-tr-01438,0,i want to be told if the cloud percetn turns bad in alinjikuppam last week,ALERT,CLOUD_COVER,RAW,"[""alinjikuppam""]","[""last week""]",SET,"[""alinjikuppam""]","[""last week""]",train,v1,en
v1-tr-01439,0,"Give cluod cover Burhanpur, Madhya Pradesh at 4:45 PM",FORECAST,CLOUD_COVER,RAW,"[""Burhanpur, Madhya Pradesh""]","[""4:45 PM""]",SET,"[""Burhanpur, Madhya Pradesh""]","[""4:45 PM""]",train,v1,en
v1-tr-01440,0,"Could you let me know maximum tempratre in Budhel, Gujarat later today",CURRENT,TEMPERATURE_MAX,RAW,"[""Budhel, Gujarat""]","[""later today""]",SET,"[""Budhel, Gujarat""]","[""later today""]",train,v1,en
v1-tr-01441,0,Any warnings about wind speeed in Teki Patti on Monday,ALERT,WIND_SPEED,RAW,"[""Teki Patti""]","[""Monday""]",SET,"[""Teki Patti""]","[""Monday""]",train,v1,en
v1-tr-01442,0,I want to know if the how is the weather in Red Wana is fine tonight,CURRENT,GENERAL,RAW,"[""Red Wana""]","[""tonight""]",SET,"[""Red Wana""]","[""tonight""]",train,v1,en
v1-tr-01443,0,Put the soil heat level in my village against Khani Upperli next month,COMPARE,SOIL_TEMPERATURE,RAW,"[""my village"", ""Khani Upperli""]","[""next month""]",SET,"[""my village"", ""Khani Upperli""]","[""next month""]",train,v1,en
v1-tr-01444,0,"Remind me to check the upcoming forecast in Kachnoda, Sagar for the next 7 days",ALERT,GENERAL,RAW,"[""Kachnoda, Sagar""]","[""next 7 days""]",SET,"[""Kachnoda, Sagar""]","[""next 7 days""]",train,v1,en
v1-tr-01445,0,"Whee is the humididty greaoer, Jummahal Pt Ii, Assam or Khani Upperli Kangra yesterday",COMPARE,HUMIDITY,RAW,"[""Jummahal Pt Ii, Assam"", ""Khani Upperli Kangra""]","[""yesterday""]",SET,"[""Jummahal Pt Ii, Assam"", ""Khani Upperli Kangra""]","[""yesterday""]",train,v1,en
v1-tr-01446,0,Is any long range forecast advisory issued for Rengalpali quickly,ALERT,GENERAL,RAW,"[""Rengalpali""]",[],SET,"[""Rengalpali""]",[],train,v1,en
v1-tr-01447,0,"Give me the dew point temp for Raj Nandgaon, Chhatisgarh",CURRENT,DEW_POINT,RAW,"[""Raj Nandgaon, Chhatisgarh""]",[],SET,"[""Raj Nandgaon, Chhatisgarh""]",[],train,v1,en
v1-tr-01448,0,Tell me the sunshien tomorrow night,FORECAST,SUNSHINE,RAW,[],"[""tomorrow night""]",SET,[],"[""tomorrow night""]",train,v1,en
v1-tr-01449,0,Is the climate rigth now increasing in Kawai Bihar nxt week?,FORECAST,GENERAL,TREND,"[""Kawai Bihar""]","[""nxt week""]",SET,"[""Kawai Bihar""]","[""nxt week""]",train,v1,en
v1-tr-01450,0,Can you keep an eye on the lowest temperature today in Madhaiganj at 3 am?,ALERT,TEMPERATURE_MIN,RAW,"[""Madhaiganj""]","[""3 am""]",SET,"[""Madhaiganj""]","[""3 am""]",train,v1,en
v1-tr-01451,0,warninggs about soil temperature 10cm in Danout?,ALERT,SOIL_TEMPERATURE,RAW,"[""Danout""]",[],SET,"[""Danout""]",[],train,v1,en
v1-tr-01452,0,Wich has more soil heat leel Neurhawa Deoria or Dhamni aorund 3:05 pm,COMPARE,SOIL_TEMPERATURE,RAW,"[""Neurhawa Deoria"", ""Dhamni""]","[""3:05 pm""]",SET,"[""Neurhawa Deoria"", ""Dhamni""]","[""3:05 pm""]",train,v1,en
v1-tr-01453,0,What will the low temp be in Rempi for the next 7 days?,FORECAST,TEMPERATURE_MIN,RAW,"[""Rempi""]","[""next 7 days""]",SET,"[""Rempi""]","[""next 7 days""]",train,v1,en
v1-tr-01454,0,Want alert cloud cover percentage in Hallaornagara day after tomorow,ALERT,CLOUD_COVER,RAW,"[""Hallaornagara""]","[""day after tomorow""]",SET,"[""Hallaornagara""]","[""day after tomorow""]",train,v1,en
v1-tr-01455,0,Is there any dew level warning for Babhanaul early morning?,ALERT,DEW_POINT,RAW,"[""Babhanaul""]","[""early morning""]",SET,"[""Babhanaul""]","[""early morning""]",train,v1,en
v1-tr-01456,0,how many hors of sun will sihor get?,CURRENT,SUNSHINE,RAW,"[""sihor""]",[],SET,"[""sihor""]",[],train,v1,en
v1-tr-01457,0,"how duz wind directtion in france compare with r.venkampeta, vizianagaram tomorow?",COMPARE,WIND_DIRECTION,RAW,"[""france"", ""r.venkampeta, vizianagaram""]","[""tomorow""]",SET,"[""france"", ""r.venkampeta, vizianagaram""]","[""tomorow""]",train,v1,en
v1-tr-01458,0,Highest moisture at 40cm in Poshina,CURRENT,SOIL_MOISTURE,MAX,"[""Poshina""]",[],SET,"[""Poshina""]",[],train,v1,en
v1-tr-01459,0,Baruttar Hingli verses Bamanpura weather on Saturday,COMPARE,GENERAL,RAW,"[""Baruttar Hingli"", ""Bamanpura""]","[""Saturday""]",SET,"[""Baruttar Hingli"", ""Bamanpura""]","[""Saturday""]",train,v1,en
v1-tr-01460,0,comprae dew point in brahamgani vs kailahalli day after tomorrow,COMPARE,DEW_POINT,RAW,"[""brahamgani"", ""kailahalli""]","[""day after tomorrow""]",SET,"[""brahamgani"", ""kailahalli""]","[""day after tomorrow""]",train,v1,en
v1-tr-01461,0,Notifiy me about the dewpoit in Adaalpur Ryt next week,ALERT,DEW_POINT,RAW,"[""Adaalpur Ryt""]","[""next week""]",SET,"[""Adaalpur Ryt""]","[""next week""]",train,v1,en
v1-tr-01462,0,Lowest soil water Boocha Gara Safipur by midnight,FORECAST,SOIL_MOISTURE,MIN,"[""Boocha Gara Safipur""]","[""midnight""]",SET,"[""Boocha Gara Safipur""]","[""midnight""]",train,v1,en
v1-tr-01463,0,flag the mausom near me early morning,ALERT,GENERAL,RAW,"[""near me""]","[""early morning""]",SET,"[""near me""]","[""early morning""]",train,v1,en
v1-tr-01464,0,Could you let me know the soil temperautre at 10cm Dibrugarh this morning?,CURRENT,SOIL_TEMPERATURE,RAW,"[""Dibrugarh""]","[""this morning""]",SET,"[""Dibrugarh""]","[""this morning""]",train,v1,en
v1-tr-01465,0,"Is thire any earth temperature warning for Chewarpurab, Lalganj by 10:30 pm?",ALERT,SOIL_TEMPERATURE,RAW,"[""Chewarpurab, Lalganj""]","[""10:30 pm""]",SET,"[""Chewarpurab, Lalganj""]","[""10:30 pm""]",train,v1,en
v1-tr-01466,0,let me know if the heavy rain changes in kotputli this morning,ALERT,RAIN,RAW,"[""kotputli""]","[""this morning""]",SET,"[""kotputli""]","[""this morning""]",train,v1,en
v1-tr-01467,0,Soil wetoess level in Ingish Timapur: Monday or 10:30 AM?,COMPARE,SOIL_MOISTURE,RAW,"[""Ingish Timapur""]","[""Monday"", ""10:30 AM""]",SET,"[""Ingish Timapur""]","[""Monday"", ""10:30 AM""]",train,v1,en
v1-tr-01468,0,Could you let me know the heat in Biralgaon Talla 2day,FORECAST,TEMPERATURE,RAW,"[""Biralgaon Talla""]","[""2day""]",SET,"[""Biralgaon Talla""]","[""2day""]",train,v1,en
v1-tr-01469,0,"When is the soil heat level lowest in Venkatarayapuram, Chintalapudi on Tuesday?",FORECAST,SOIL_TEMPERATURE,MIN,"[""Venkatarayapuram, Chintalapudi""]","[""Tuesday""]",SET,"[""Venkatarayapuram, Chintalapudi""]","[""Tuesday""]",train,v1,en
v1-tr-01470,0,Contrast the dew temperature in my vilage with Kholda from 5:16 AM to 9 pm,COMPARE,DEW_POINT,RAW,"[""my vilage"", ""Kholda""]","[""5:16 AM to 9 pm""]",SET,"[""my vilage"", ""Kholda""]","[""5:16 AM to 9 pm""]",train,v1,en
v1-tr-01471,0,"cmpare maximum in our village with hastnapur, madhya pradesh 2day",COMPARE,TEMPERATURE_MAX,RAW,"[""our village"", ""hastnapur, madhya pradesh""]","[""2day""]",SET,"[""our village"", ""hastnapur, madhya pradesh""]","[""2day""]",train,v1,en
v1-tr-01472,0,Warrn me about solar exposure in Bakarkol on Sunday,ALERT,SUNSHINE,RAW,"[""Bakarkol""]","[""Sunday""]",SET,"[""Bakarkol""]","[""Sunday""]",train,v1,en
v1-tr-01473,0,do you have the minimum temprature data for nayanagar?,CURRENT,TEMPERATURE_MIN,RAW,"[""nayanagar""]",[],SET,"[""nayanagar""]",[],train,v1,en
v1-tr-01474,0,"Difference in soil moisutre at 10 m between Shendri Bk., Yavatmal, Maharashtra and Tiruvengadam, Tenkasi",COMPARE,SOIL_MOISTURE,RAW,"[""Shendri Bk., Yavatmal, Maharashtra"", ""Tiruvengadam, Tenkasi""]",[],SET,"[""Shendri Bk., Yavatmal, Maharashtra"", ""Tiruvengadam, Tenkasi""]",[],train,v1,en
v1-tr-01475,0,"Notify me abbout the dew temperature in Singha, Sabar Kantha next weekend",ALERT,DEW_POINT,RAW,"[""Singha, Sabar Kantha""]","[""next weekend""]",SET,"[""Singha, Sabar Kantha""]","[""next weekend""]",train,v1,en
v1-tr-01476,0,"what is the humididty in singha, sabar kantha?",CURRENT,HUMIDITY,RAW,"[""singha, sabar kantha""]",[],SET,"[""singha, sabar kantha""]",[],train,v1,en
v1-tr-01477,0,Can you keep an eye on the weather update in Neemba by 12 pm?,ALERT,GENERAL,RAW,"[""Neemba""]","[""12 pm""]",SET,"[""Neemba""]","[""12 pm""]",train,v1,en
v1-tr-01478,0,Weakest wind flow direction in Jhikni today,CURRENT,WIND_DIRECTION,MIN,"[""Jhikni""]","[""today""]",SET,"[""Jhikni""]","[""today""]",train,v1,en
v1-tr-01479,0,"direction of the wind bakarkol, azamgarh, uttarpradesh at 11:30 am pls",FORECAST,WIND_DIRECTION,RAW,"[""bakarkol, azamgarh, uttarpradesh""]","[""11:30 am""]",SET,"[""bakarkol, azamgarh, uttarpradesh""]","[""11:30 am""]",train,v1,en
v1-tr-01480,0,Warrn me about hours of sun in Mahalmirya Dongar next week,ALERT,SUNSHINE,RAW,"[""Mahalmirya Dongar""]","[""next week""]",SET,"[""Mahalmirya Dongar""]","[""next week""]",train,v1,en
v1-tr-01481,0,"wiich one should i pick for temperature of soil tommorow, tidragan or tipamia dighalia, dibrugarh, assam?",COMPARE,SOIL_TEMPERATURE,RAW,"[""tidragan"", ""tipamia dighalia, dibrugarh, assam""]","[""tommorow""]",SET,"[""tidragan"", ""tipamia dighalia, dibrugarh, assam""]","[""tommorow""]",train,v1,en
v1-tr-01482,0,Clous of Bharmal Jattan on Saturday,FORECAST,CLOUD_COVER,RAW,"[""Bharmal Jattan""]","[""Saturday""]",SET,"[""Bharmal Jattan""]","[""Saturday""]",train,v1,en
v1-tr-01483,0,keep me posied on the extended forecaut in rajbandh next week,ALERT,GENERAL,RAW,"[""rajbandh""]","[""next week""]",SET,"[""rajbandh""]","[""next week""]",train,v1,en
v1-tr-01484,0,rain alert dibrugarh,ALERT,RAIN,RAW,"[""dibrugarh""]",[],SET,"[""dibrugarh""]",[],train,v1,en
v1-tr-01485,0,let me know if the wind boows from changes in parasigaria puruliya,ALERT,WIND_DIRECTION,RAW,"[""parasigaria puruliya""]",[],SET,"[""parasigaria puruliya""]",[],train,v1,en
v1-tr-01486,0,urgent Typical clod density in Sakariya,CURRENT,CLOUD_COVER,AVG,"[""Sakariya""]",[],SET,"[""Sakariya""]",[],train,v1,en
v1-tr-01487,0,"Give me a heads up about the current temp in Bilarua, Bhatpar Rani, Deoria tomorrow morning",ALERT,TEMPERATURE,RAW,"[""Bilarua, Bhatpar Rani, Deoria""]","[""tomorrow morning""]",SET,"[""Bilarua, Bhatpar Rani, Deoria""]","[""tomorrow morning""]",train,v1,en
v1-tr-01488,0,Reminder for weather status Beni Nagar rn,ALERT,GENERAL,RAW,"[""Beni Nagar""]","[""rn""]",SET,"[""Beni Nagar""]","[""rn""]",train,v1,en
v1-tr-01489,0,What's the weatuer now nxt week?,FORECAST,GENERAL,RAW,[],"[""nxt week""]",SET,[],"[""nxt week""]",train,v1,en
v1-tr-01490,0,put badal nearby against chinchali,COMPARE,CLOUD_COVER,RAW,"[""nearby"", ""chinchali""]",[],SET,"[""nearby"", ""chinchali""]",[],train,v1,en
v1-tr-01491,0,show me the dew in khudra dingdingi barbhag circle at 4:45 pm,FORECAST,DEW_POINT,RAW,"[""khudra dingdingi barbhag circle""]","[""4:45 pm""]",SET,"[""khudra dingdingi barbhag circle""]","[""4:45 pm""]",train,v1,en
v1-tr-01492,0,"bhokraha, darbhanga, bihar ka moisture at 40cm rn",CURRENT,SOIL_MOISTURE,RAW,"[""bhokraha, darbhanga, bihar""]","[""rn""]",SET,"[""bhokraha, darbhanga, bihar""]","[""rn""]",train,v1,en
v1-tr-01493,0,Coudl you check the dew temperature in my fueld next week,FORECAST,DEW_POINT,RAW,"[""my fueld""]","[""next week""]",SET,"[""my fueld""]","[""next week""]",train,v1,en
v1-tr-01494,0,Contrast the dew in Kulerrbahali between 1:48 PM and 6:30 PM to 10 PM,COMPARE,DEW_POINT,RAW,"[""Kulerrbahali""]","[""1:48 PM"", ""6:30 PM to 10 PM""]",SET,"[""Kulerrbahali""]","[""1:48 PM"", ""6:30 PM to 10 PM""]",train,v1,en
v1-tr-01495,0,How does the nami in this area compare with Nivari Madhya Pradesh on Friday?,COMPARE,HUMIDITY,RAW,"[""this area"", ""Nivari Madhya Pradesh""]","[""Friday""]",SET,"[""this area"", ""Nivari Madhya Pradesh""]","[""Friday""]",train,v1,en
v1-tr-01496,0,Highest wind speed in Mairi Maharajganj,CURRENT,WIND_SPEED,MAX,"[""Mairi Maharajganj""]",[],SET,"[""Mairi Maharajganj""]",[],train,v1,en
v1-tr-01497,0,"set an alait for humid sarsand, hardoi rn",ALERT,HUMIDITY,RAW,"[""sarsand, hardoi""]","[""rn""]",SET,"[""sarsand, hardoi""]","[""rn""]",train,v1,en
v1-tr-01498,0,What kind of showers should i exxpect in Maharaja from 9 AM to 11 AM?,FORECAST,RAIN,RAW,"[""Maharaja""]","[""9 AM to 11 AM""]",SET,"[""Maharaja""]","[""9 AM to 11 AM""]",train,v1,en
v1-tr-01499,0,Check the bright sunshine around 12:30 PM,FORECAST,SUNSHINE,RAW,[],"[""12:30 PM""]",SET,[],"[""12:30 PM""]",train,v1,en
v1-tr-01500,0,"can you check wehther panposh, odisha will be better than holpur jaunpur uttarpradesh for dewpoint for the next 3 days?",COMPARE,DEW_POINT,RAW,"[""panposh, odisha"", ""holpur jaunpur uttarpradesh""]","[""next 3 days""]",SET,"[""panposh, odisha"", ""holpur jaunpur uttarpradesh""]","[""next 3 days""]",train,v1,en
v1-tr-01501,0,Put the rain amount of Kheruwa aginst Kadgawan tmrw,COMPARE,RAIN,RAW,"[""Kheruwa"", ""Kadgawan""]","[""tmrw""]",SET,"[""Kheruwa"", ""Kadgawan""]","[""tmrw""]",train,v1,en
v1-tr-01502,0,you have the hawa ki disha data for narsinghpura?,CURRENT,WIND_DIRECTION,RAW,"[""narsinghpura""]",[],SET,"[""narsinghpura""]",[],train,v1,en
v1-tr-01503,0,I want to be told if the earth temperature turns bad in Sarkuri tommorow,ALERT,SOIL_TEMPERATURE,RAW,"[""Sarkuri""]","[""tommorow""]",SET,"[""Sarkuri""]","[""tommorow""]",train,v1,en
v1-tr-01504,0,Kdnly share the soil temperature at 40cm for Painada Modarpur at 1:09 AM,FORECAST,SOIL_TEMPERATURE,RAW,"[""Painada Modarpur""]","[""1:09 AM""]",SET,"[""Painada Modarpur""]","[""1:09 AM""]",train,v1,en
v1-tr-01505,0,"Ground moisture Gumdi, Makri vs Nadri Kalol rn",COMPARE,SOIL_MOISTURE,RAW,"[""Gumdi, Makri"", ""Nadri Kalol""]","[""rn""]",SET,"[""Gumdi, Makri"", ""Nadri Kalol""]","[""rn""]",train,v1,en
v1-tr-01506,0,"Bandhdih, Duumka temprature Saturday vs 1:30 pm",COMPARE,TEMPERATURE,RAW,"[""Bandhdih, Duumka""]","[""Saturday"", ""1:30 pm""]",SET,"[""Bandhdih, Duumka""]","[""Saturday"", ""1:30 pm""]",train,v1,en
v1-tr-01507,0,I want to be told if the ground moisture tuns bad in Madarpur tonight,ALERT,SOIL_MOISTURE,RAW,"[""Madarpur""]","[""tonight""]",SET,"[""Madarpur""]","[""tonight""]",train,v1,en
v1-tr-01508,0,Update me on the sunny hours at 1:45 AM,FORECAST,SUNSHINE,RAW,[],"[""1:45 AM""]",SET,[],"[""1:45 AM""]",train,v1,en
v1-tr-01509,0,"Rn, what is the sun duration in my feidl?",CURRENT,SUNSHINE,RAW,"[""my feidl""]","[""Rn""]",SET,"[""my feidl""]","[""Rn""]",train,v1,en
v1-tr-01510,0,Flag the weather status in our village 2nite..,ALERT,GENERAL,RAW,"[""our village""]","[""2nite""]",SET,"[""our village""]","[""2nite""]",train,v1,en
v1-tr-01511,0,Warrn me about extnded forecast in Turnal by 4:50 PM,ALERT,GENERAL,RAW,"[""Turnal""]","[""4:50 PM""]",SET,"[""Turnal""]","[""4:50 PM""]",train,v1,en
v1-tr-01512,0,"Hey, can you check the wather for next days Kurod?",CURRENT,GENERAL,RAW,"[""Kurod""]",[],SET,"[""Kurod""]",[],train,v1,en
v1-tr-01513,0,Notify about the humidity percentage here,ALERT,HUMIDITY,RAW,"[""here""]",[],SET,"[""here""]",[],train,v1,en
v1-tr-01514,0,Warn me about the soil moisture 10cm around my area rn,ALERT,SOIL_MOISTURE,RAW,"[""my area""]","[""rn""]",SET,"[""my area""]","[""rn""]",train,v1,en
v1-tr-01515,0,"which is betetr for relative moisture, yellanur or nowgong urgent",COMPARE,HUMIDITY,RAW,"[""yellanur"", ""nowgong""]",[],SET,"[""yellanur"", ""nowgong""]",[],train,v1,en
